Title,Description,Date,Source,Annotation category,Annotation tone
Taylor Swift Cancels Buenos Aires 'Eras Tour' Concert After Boyfriend Travis Kelce Jets In,Pop superstar Taylor Swift had to cancel Friday night's 'Eras Tour' concert in Buenos Aires due to monsoon-like weather conditions.,2023-11-11T00:45:00Z,Radaronline.com,Performances,Neutral
"MTV EMAs 2023 Winners: Taylor Swift, Jung Kook and More","At teatime, everybody agrees—that Taylor Swift is the top winner at the 2023 MTV EMAs.
While the originally scheduled Nov. 6 ceremony in Paris was ultimately canceled, the network still marked the...",2023-11-06T18:01:05Z,Eonline.com,Musical Creation,Neutral
Taylor Swift Was Out Enjoying New York City With Her Ladies,"As she should!
The post Taylor Swift Was Out Enjoying New York City With Her Ladies first appeared on Go Fug Yourself.",2023-11-06T20:05:39Z,Gofugyourself.com,Personal Life,Positive
Taylor Swift Further Proves She Can Sell An Album Like No Musician In History,Taylor Swift has seen six different albums move at least one million copies in a single week—the most among all acts. Her new set 1989 (Taylor's Version) is the latest.,2023-11-06T15:00:00Z,Forbes,Musical Creation,Positive
NFL 2023 Midseason Report Reveals Jump In Overall Betting With Taylor Swift Effect In Full Force,"BetMGM released a 2023 midseason NFL betting report. Chiefs, Eagles most popular & Super Bowl favorites. Betting data & information you can bet on.",2023-11-08T20:41:55Z,Forbes,Industry-specific Impact,Neutral
Taylor Swift Matches One Of Michael Jackson’s Most Impressive Billboard Chart Records,"Taylor Swift collects her third Hot 100 No. 1 of 2023 with ""Is It Over Now?"" and in doing so, manages a very odd and very rare chart feat.",2023-11-08T13:00:00Z,Forbes,Musical Creation,Positive
Taylor Swift Claims Half Of All The Top 40 Songs In America This Week,Taylor Swift charts 20 top 40 hits on the Hot 100 this week as she invades the ranking with songs from her new album 1989 (Taylor's Version).,2023-11-07T19:00:00Z,Forbes,Musical Creation,Neutral
Taylor Swift Breaks Her Hot 100 Tie With And BTS Ariana Grande,"Taylor Swift's new single ""Is It Over Now?"" starts its time on the Hot 100 at No. 1, giving the singer her sixth debut atop the competitive Billboard chart.",2023-11-08T17:00:44Z,Forbes,Musical Creation,Neutral
Can Jung Kook Beat Taylor Swift To No. 1 On Next Week’s Billboard Charts?,"Taylor Swift's '1989 (Taylor's Version)' is all but guaranteed to hold at No. 1 for a second week, but predictions for Jung Kook's 'Golden' have been growing.",2023-11-09T19:00:49Z,Forbes,Musical Creation,Neutral
"2024 Grammy Predictions: Taylor Swift, SZA And ‘Barbie’ For Album Of The Year",Will Taylor Swift win the Album of the Year Grammy for a record-setting fourth time in 2024? She certainly seems like a lock for a nomination.,2023-11-09T15:00:00Z,Forbes,Musical Creation,Neutral
Taylor Swift Ties Bad Bunny As She Claims The No. 1 Song In The World,"Taylor Swift's ""Is It Over Now?"" is the biggest song in the world, and this week doesn't mark the first time she's hit No. 1 on the Billboard Global 200.",2023-11-09T13:00:00Z,Forbes,Musical Creation,Positive
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees","There aren't many shocks in the Album of the Year category at this year's Grammys, with names like Taylor Swift, SZA and Olivia Rodrigo leading the charge.",2023-11-10T16:16:26Z,Forbes,Musical Creation,Neutral
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women,"Taylor Swift collects her sixth Album of the Year Grammy nomination, tying Barbra Streisand for the most nods among women ever.",2023-11-10T16:16:03Z,Forbes,Musical Creation,Neutral
Taylor Swift Breaks The Record For The Most Song Of The Year Grammy Nominations,"""Anti-Hero"" gives Taylor Swift her seventh Song of the Year Grammy nomination, which breaks her tie with Paul McCartney and Lionel Richie for the most ever.",2023-11-10T16:10:23Z,Forbes,Musical Creation,Neutral
Taylor Swift Ties Whitney Houston With Her Latest No. 1 Single,"Taylor Swift's new single ""Is It Over Yet?"" marks her eleventh song to hit No. 1 on the Hot 100—the fourth most among all solo female artists.",2023-11-07T13:00:00Z,Forbes,Musical Creation,Neutral
Taylor Swift is Apple Music 2023 Artist of the Year,"Apple Music has crowned Taylor Swift as Artist of the Year for 2023, a testament to her unwavering popularity and the sheer volume of her streaming success. With a record-setting 65 songs on Apple Music's Global Daily Top 100 within just ten months, Swift's r…",2023-11-09T04:39:43Z,BetaNews,Musical Creation,Neutral
"Taylor#39;s Version: As the Eras Tour film hits the silver screen, here#39;s how Swift is fueling the economy","Early in 2023, Hollywood icon Taylor Swift announced her second stadium tour, the âEras Tourâ, that commenced in March this year. As the musical star continues to break records worldwide, the film version of the tour debuted in India on November 3 and nee…",2023-11-07T09:02:11Z,Moneycontrol,Industry-specific Impact,Neutral
Supportive Boyfriend Travis Kelce attends Taylor Swift's Eras tour concert in Argentina,"Travis Kelce is reportedly attending Taylor Swift’s Eras tour concert in Argentina https://t.co/P1VUxfUVhh pic.twitter.com/Rkq8qczGhK
— Independent Lifestyle (@IndyLife) November 9, 2023The Kansas City Chiefs star is reportedly set to attend the upcoming leg…",2023-11-10T00:50:29Z,Livejournal.com,Romance,Neutral
"AMC's Earnings Will Feature Barbie and Oppenheimer. Maybe Taylor Swift, and Beyoncé, Too","AMC Entertainment's results, set to be released after tonight's closing bell, will be all about this summer's blockbuster movie phenomenon known as Barbenheimer. AMC stock is down 71% so far this year and fell more than 6% on Tuesday.#amcentertainment #barben…",2023-11-08T07:40:11Z,Biztoc.com,Industry-specific Impact,Neutral
Taylor Swift Takes A Large Bite Out Of 2023: Named Apple Music's Artist Of The Year,"Taylor Swift was named Apple Music's Artist of the Year, solidifying her status as a global music phenomenon. Throughout the year, Swift achieved unprecedented success with 65 of her songs dominating Apple Music's Global Daily Top 100 in the first 10 months, …",2023-11-09T22:34:33Z,Biztoc.com,Musical Creation,Positive
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women,"Taylor Swift’s latest full-length album of original material, Midnights, is a contender for the Album of the Year Grammy. This comes as a surprise to absolutely no one, as the set was named as a likely nominee from the moment it dropped — and perhaps even ear…",2023-11-10T16:52:16Z,Biztoc.com,Musical Creation,Positive
Travis Kelce reportedly will travel to Argentina to visit Taylor Swift,"Travis Kelce hinted Wednesday that his bye-week plans might include a visit to Taylor Swift. Speaking with his brother, Jason, on their New Heights podcast, Kelce said he might go somewhere ""closer to the equator."" Viewed next to reports last month that he wo…",2023-11-09T16:10:07Z,Biztoc.com,Romance,Neutral
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees","What makes a release the album of the year is completely up to interpretation by Grammy voters, and that’s what has made it so difficult to predict in the past few years. The trophy has gone to some surprising titles and artists recently, but there aren’t too…",2023-11-10T16:52:16Z,Biztoc.com,Musical Creation,Neutral
Kelly Clarkson Says Taylor Swift Sends Her Flowers After Every Re-Recording Release,"Kelly Clarkson knows all too well how sweet Taylor Swift is. The superstar revealed to E! News that the “Anti-Hero” superstar sends her gifts after album releases. “You know what’s so funny? She just sent me flowers,” The Kelly Clarkson Show host shared. “She…",2023-11-09T22:26:21Z,Biztoc.com,Personal Life,Positive
Is Travis Kelce Traveling to See Taylor Swift's Tour? He Says...,"Travis Kelce is keeping this play close to his chest.
The Kansas City Chiefs player teased his plans to see Taylor Swift kick off the South American leg of her Eras Tour—but isn't confirming his...",2023-11-08T21:26:14Z,Eonline.com,Romance,Neutral
Travis Kelce hints that he'll be following Taylor Swift to Argentina for her 'Eras Tour' this week,The Chiefs are on a bye and Swift is holding three shows in the Argentinian capital starting on Thursday,2023-11-09T14:54:00Z,CBS Sports,Romance,Neutral
Chiefs' Travis Kelce hints that he'll be following Taylor Swift to Argentina for her 'Eras Tour' this week,The Chiefs are on a bye and Swift is holding three shows in the Argentinian capital starting on Thursday,2023-11-10T01:54:03Z,CBS Sports,Romance,Neutral
Why is Taylor Swift so popular?,The pop star is currently the most listened-to artist on the planet thanks to her legion of devoted superfans. But what’s behind her mass appeal?,2023-11-10T12:51:00Z,Dazed,Public Image & Media Perception,Neutral
Taylor Swift Proves She's Travis Kelce's No. 1 Fan Amid NFL Milestone,"Cause the (football) players gonna play, play, play, play, play.
And Taylor Swift is gonna celebrate Travis Kelce's big achievement. One week after the Kansas City Chiefs lost to the Denver...",2023-11-06T13:39:09Z,Eonline.com,Romance,Positive
Why Taylor Swift Sends Kelly Clarkson Flowers After Every Re-Recording,"Now this gesture is so gorgeous.
Kelly Clarkson recently revealed the sweet gift she received from Taylor Swift and fans won't be able to shake it off.
""You know what's so funny? She just sent me...",2023-11-09T20:24:58Z,Eonline.com,Personal Life,Positive
Where Should Taylor Swift’s ‘Eras Tour’ Movie Stream? | Charts,"Swift's box office juggernaut has a grip on female and Gen-Z audiences. There's a natural streaming fit for that demographic
The post Where Should Taylor Swift’s ‘Eras Tour’ Movie Stream? | Charts appeared first on TheWrap.",2023-11-06T22:00:00Z,TheWrap,Performances,Neutral
Taylor Swift and Travis Kelce Draw Cheers During Date in Buenos Aires,"Taylor Swift and Travis Kelce's love story has gone global—and received a round of applause.
On Nov. 10, the couple reunited in Buenos Aires, where the pop star is set to perform the following day...",2023-11-11T18:31:24Z,Eonline.com,Romance,Positive
Taylor Swift Charts Yet Another No. 1 Hit With ‘Is It Over Now?’,"Taylor Swift replaces one Hot 100 No. 1 single for another as ""Is It Over Now?"" takes over for ""Cruel Summer.""",2023-11-06T19:09:57Z,Forbes,Musical Creation,Positive
Taylor Swift Reschedules Argentina Tour Date Due to 'Chaotic' Weather,"Tom Cooper/TAS23/Getty Images Taylor Swift shocked fans with a last-minute Buenos Aires Eras Tour cancellation — something truly unprecedented for the singer. “I love a rain show but I’m never going to endanger my fans or my fellow performer and crew,” Swift,…",2023-11-10T20:51:33Z,Us Weekly,Performances,Neutral
Taylor Swift and Travis Kelce Reunite in Argentina,"After Swift's Buenos Aires concert was canceled due to weather, the tight end dined with the singer and her dad.",2023-11-11T17:11:18Z,Vanity Fair,Romance,Neutral
Brittany Mahomes Shares Look Into Girls’ Night Out With Taylor Swift,"This squad already has a big reputation. 
And they're continuing to prove just how fabulous they are. Brittany Mahomes recently gave an inside look into her recent night out with her new...",2023-11-08T13:04:19Z,Eonline.com,Personal Life,Positive
Taylor Swift Faces Pressure on Both Sides of Israel-Gaza War,"Catherine Powell/Getty Images for MTV
Taylor Swift is being pulled in all directions amid the ongoing war between Israel and the Palestinian militant group Hamas, with supporters on both sides urging the world’s biggest pop star to make a statement on the co…",2023-11-07T03:08:28Z,Daily Beast,Public Image & Media Perception,Neutral
Taylor Swift arrives in Argentina for Eras Tour shows without Travis Kelce,"The ""Cruel Summer"" singer touched down in Buenos Aires Wednesday afternoon ahead of her three performances, which kick off Thursday, Nov. 9.",2023-11-08T16:39:06Z,Page Six,Romance,Neutral
"Fact Check: Taylor Swift Said She's ""In Love"" With Travis Kelce, as Videos Claim?","Videos that surfaced in October 2023 accurately reported that Taylor Swift publiclly confirmed she's dating Travis Kelce, saying, ""I'm in love with him.""",2023-11-09T20:39:00Z,Snopes.com,Romance,Neutral
Kansas City Chiefs TE Travis Kelce Joining Girlfriend Taylor Swift In Argentina For ‘Eras Tour’ Concerts This Weekend,"Taylor Swift has spent much of her Fall traveling to watch her boyfriend, All-Pro Kansas City Chiefs tight end Travis Kelce, play in NFL games around the country. But, this weekend, the opposite will be true, as Kelce is expected to fly to Argentina as Swift …",2023-11-09T03:23:34Z,BroBible,Romance,Neutral
Report: Taylor Swift hosted watch party for Chiefs significant others Sunday,Taylor Swift reportedly hosted a watch party to root on rumored boyfriend Travis Kelce as the Chiefs took on the Dolphins in Germany last Sunday.,2023-11-07T19:49:23Z,Fox Sports,Romance,Neutral
Does Taylor Swift really swing betting odds when she's at Chiefs games?,"As absurd as the premise sounds that the mere presence of a songstress love interest could appeal to the oddsmakers' soft side, there is at least a statistical starting point for a discussion.",2023-11-07T15:35:02Z,Fox Sports,Industry-specific Impact,Positive
Travis Kelce traveling to Argentina for Taylor Swift’s Eras Tour,"""He has to be back on Sunday for practice on Monday,"" an insider tells Page Six exclusively of the Kansas City Chiefs tight end's packed schedule.",2023-11-08T22:22:10Z,Page Six,Romance,Neutral
Taylor Swift keeps sending flowers to Kelly Clarkson. A 2019 tweet might be why,Taylor Swift sent Kelly Clarkson flowers for the '1989 (Taylor's Version)' release. Here's why Tay has been giving the 'Stronger' singer gifts with every album rerelease.,2023-11-11T00:12:20Z,Los Angeles Times,Personal Life,Neutral
"Taylor Swift, SZA and maybe Morgan Wallen? Our predictions for Friday's Grammy nominations","Taylor Swift, SZA and Olivia Rodrigo are the surest bets for multiple nominations on Friday, while country stars Morgan Wallen and Zach Bryan are the wild cards.",2023-11-06T11:00:04Z,Los Angeles Times,Musical Creation,Positive
"Dolly Parton, Taylor Swift, and more celebrities with species named after them","Some scientists love naming new species after celebrities. From David Bowie's spider to Dolly Parton's lichen, here are famously named species.",2023-11-12T12:47:02Z,Business Insider,Other,Neutral
"A Taylor Swift song is the best investment advice for 2024, Goldman Sachs says",This isn't the first time Taylor Swift has occupied the head space of Wall Street forecasters and economists this year.,2023-11-15T15:39:00Z,Business Insider,Industry-specific Impact,Positive
Brazilian Swifties want to literally make Taylor Swift as big as Jesus,"Taylor Swift is exactly as big as Jesus—or at least she will be if Brazilian Swifties have their way. Over the course of The Eras Tour, we’ve been following the way each tour stop scrambled to express deference and devotion to the conquering pop star. In the …",2023-11-15T16:30:13Z,The A.V. Club,Public Image & Media Perception,Neutral
WATCH: Taylor Swift and Travis Kelce share a kiss after her Buenos Aires concert,Video shows the singer and Chiefs’ tight end embracing each other after her show.,2023-11-12T21:41:20Z,ABC News,Romance,Neutral
Swifties Agree: You ‘Can’t Help but Root’ for Taylor Swift and Travis Kelce,"""We're seeing the romance unfold in real time,"" explains PR expert Beth Booker. ""I think that that's why everyone is so on board with it""",2023-11-15T01:24:38Z,Rolling Stone,Romance,Positive
Taylor Swift Is ‘Never Beating the Sorcery Allegations’ After Perfectly Timed Eras Tour Moment,"Taylor Swift is proving time and time again that she’s the ultimate “Mastermind.” The pop superstar took to Twitter to share a hilarious video from her Eras tour stop in Buenos Aires, Argentina, this weekend, in which she’s seen singing “Labyrinth” off her 20…",2023-11-14T00:22:09Z,Biztoc.com,Performances,Positive
Taylor Swift Adds Two More Summer 2024 London Eras Tour Dates With Paramore,Taylor Swift is giving her UK fans two more chances to get in on the Eras Tour action. The singer announced on Monday (Nov. 13) that she will be adding a pair of gigs in London to her stint at London’s Wembley Arena next summer. Related Taylor Swift Is ‘Never…,2023-11-14T13:54:09Z,Biztoc.com,Performances,Neutral
Taylor Swift Saved Public Transport And Now She's Fixing Airlines Too,Airlines will usually stop at nothing to squeeze every penny from you when you book to fly with them. But there’s one person who can force their hand and encourage them to scrap change fees for passengers: Ms. Taylor Alison Swift.Read more...,2023-11-13T19:50:00Z,Jalopnik,Industry-specific Impact,Positive
Taylor Swift and Travis Kelce Make Out After Argentina Concert,"Don't cry for Taylor Swift in Argentina ... she had an amazing show Saturday night, after which she passionately made out with her man. We've seen Trace Kelce and Taylor hold hands, wrap their arms around each other, etc, but this is the first big…",2023-11-12T13:36:32Z,TMZ,Romance,Positive
Philadelphia Radio Station Won't Play Taylor Swift Songs Ahead of Eagles vs. Chiefs,"While pop superstar Taylor Swift is a native of Pennsylvania and grew up a Philadelphia Eagles fan, her allegiance to Kansas City Chiefs star tight end Travis…",2023-11-16T20:29:46Z,Bleacher Report,Industry-specific Impact,Neutral
Taylor Swift Played “Is It Over Now?” And Sang About Travis Kelce In Buenos Aires,"Taylor Swift kicked off the South American leg of her Eras Tour this week, and at her first show in Buenos Aires, she played “The Very First Night” and “Labyrinth” live for the first time. That was on Thursday; Friday night’s show was rescheduled for Sunday d…",2023-11-12T13:33:42Z,Stereogum,Performances,Neutral
"Why Is Taylor Swift’s Eras Tour Movie Not Shown on Mondays, Tuesdays, or Wednesdays?","Taylor Swift‘s Eras Tour Movie is surprisingly screened only on Thursdays, Fridays, Saturdays, and Sundays, and fans want to know why it’s not showing on Mondays, Tuesdays, or Wednesdays. Here is all you need to know. Why is Taylor Swift’s Eras Tour movie not…",2023-11-14T13:13:17Z,ComingSoon.net,Performances,Neutral
Why Are People So Obsessed With Taylor Swift and Travis Kelce? Rolling Stone Staff Has Theories,Rolling Stone staffers offer their own theories as to why everyone is so obsessed with Taylor Swift and Travis Kelce's relationship.,2023-11-16T19:33:48Z,Rolling Stone,Romance,Neutral
Taylor Swift Performs “Slut!” For The First Time And Tells Fans Not To Throw Things Onstage,"It’s been an eventful trip to Argentina for Taylor Swift. Thursday, at the first South American date of her Eras Tour, she played “The Very First Time” from Red (Taylor’s Version) and “Labyrinth” from Midnights live for the first time. Friday, her second Buen…",2023-11-13T14:30:25Z,Stereogum,Performances,Neutral
"Taylor Swift Left Argentina So Quickly, She Was Still Wearing Her 'Eras Tour' Costume!",Taylor Swift walked off the stage after the final show of The Eras Tour in Argentina and left the country so quickly that she was still wearing her costume from the concert! New photos have emerged showing Taylor still in her Midnights outfit while boarding a…,2023-11-14T02:36:16Z,Just Jared,Performances,Neutral
Taylor Swift Surprises Fans With 2 Songs Believed to Be About Harry Styles During 'Eras Tour',"Taylor Swift‘s Eras Tour Surprise Songs had fans thinking about Harry Styles on Saturday night (November 10) in Buenos Aires, Argentina. The 33-year-old pop titan took the stage at Estadio River Plate for her second performance since resuming the tour earlier…",2023-11-12T03:01:07Z,Just Jared,Performances,Neutral
"Taylor Swift 'Wasn't Too Happy' About Postponing 'Eras' Tour Stop in Buenos Aires, Travis Kelce Reveals","Travis Kelce is revealing Taylor Swift‘s reaction to having to postpone one of her Eras tour shows in Buenos Aires, Argentina. On Friday (November 10), the 33-year-old superstar was forced to postpone her show due to weather. It was rescheduled for that Sunda…",2023-11-15T19:16:51Z,Just Jared,Performances,Neutral
Report: Taylor Swift’s Parents Dating Travis Kelce’s Parents,"NASHVILLE, TN—In the latest relationship development that fans of the power couple called “adorable,” sources confirmed Thursday that Taylor Swift and Travis Kelce’s parents were dating. “Andrea, Scott, Donna, and Ed are all absolutely smitten with each other…",2023-11-16T19:00:00Z,Theonion.com,Personal Life,Positive
What Taylor Swift Can Teach Us About Leadership,"Taylor Swift isn’t just an incredibly savvy entrepreneur, she consistently demonstrates sophisticated leadership qualities that can be applied in any workplace:",2023-11-12T13:00:00Z,Forbes,Industry-specific Impact,Positive
A Taylor Swift-Themed Cruise Will Set Sail In 2024,"For Swifties who couldn’t attend the Eras Tour, you could trade friendship bracelets at sea, instead. Learn about the Taylor Swift-themed cruise setting sail in 2024.",2023-11-16T00:02:08Z,Forbes,Industry-specific Impact,Neutral
"Taylor Swift adds two more Wembley dates to Eras tour, equalling Take That record","The pop star adds two extra nights to her Eras tour, and matches a Wembley record set by Take That.",2023-11-14T13:51:36Z,BBC News,Performances,Neutral
"Taylor Swift fan creates digital portrait of singer with 3,347 photos",The fan even matched the colours of all the photos to get the ‘perfect portrait’.,2023-11-16T09:11:17Z,The Indian Express,Public Image & Media Perception,Neutral
"Travis Kelce Attends Taylor Swift's 'Eras Tour' in Argentina, Watches Show Next to a VIP!","Travis Kelce is returning the favor and cheering on Taylor Swift as she takes the stage for a performance in Buenos Aires, Argentina! The 34-year-old Kansas City Chiefs star touched down in the country on Friday (November 10) to cheer on his girlfriend as she…",2023-11-12T00:27:36Z,Just Jared,Romance,Neutral
Taylor Swift's Secret Songs Left for Eras Tour: Every Song She Hasn't Performed Yet,Taylor Swift performs two surprise songs for the acoustic set during every show of her Eras Tour and she has already performed a ton of incredible tracks during the first U.S. leg. The 33-year-old singer is getting ready to continue the South American leg of …,2023-11-16T22:40:23Z,Just Jared,Performances,Neutral
"Yes, Royal Caribbean has a cruise for Taylor Swift fans","Taylor Swift already has a major presence on Royal Caribbean cruise ships. She's a popular part of the playlist from the various DJs on board, and the live artists in the pub and Schooner Bar often cover her songs. One pub guitarist, Ellie Finnerty, who earli…",2023-11-13T15:29:07Z,Biztoc.com,Industry-specific Impact,Positive
Taylor Swift reveals the fan behavior that freaks her out,"During her Buenos Aires concert on Sunday night, Taylor Swift asked fans to stop throwing things on stage, saying ""it really freaks me out."" During the ""Evermore"" part of her Eras Tour set, Swift paused to calmly, but firmly, address the crowd after a present…",2023-11-13T15:26:14Z,Biztoc.com,Public Image & Media Perception,Neutral
Taylor Swift Jokes About Being a Witch After Plane’s ‘Eras Tour’ Cameo,"Taylor Swift may have just proved she’s a mastermind. During an Eras Tour concert in Buenos Aires, Argentina, Swift, 33, surprised the audience with a sweet love song from her 2022 Midnights album. In “Labyrinth,” she sings, “I thought the plane was going dow…",2023-11-14T00:47:34Z,Us Weekly,Performances,Positive
Kelsea Ballerini Reacts to Taylor Swift & Travis Kelce’s Concert,"Kelsea Ballerini is rolling out the welcome mat for Taylor Swift and Travis Kelce's PDA era.
In fact, the ""Penthouse"" singer quite literally applauded Taylor for running up and planting a kiss on...",2023-11-14T21:01:04Z,Eonline.com,Romance,Positive
Jung Kook Blocked From Making Billboard History By Taylor Swift,"Jung Kook's debut album 'Golden' has made a strong entry on the Billboard 200 chart, but it couldn't compete with Taylor Swift's '1989 (Taylor's Version).'",2023-11-13T16:00:46Z,Forbes,Musical Creation,Neutral
Taylor Swift Matches One Of BTS’s Most Impressive Chart Feats,"Taylor Swift and BTS are the only musical acts to hit No. 1 on the Hot 100, then replace themselves with another single...then see that first win return to the summit.",2023-11-15T15:00:00Z,Forbes,Musical Creation,Positive
Hilarie Burton Predicts Taylor Swift & Travis Kelce Engagement by May,"It's a love story, and, baby, Hilarie Burton thinks Taylor Swift may just say yes to Travis Kelce. 
After seeing the Kansas City Chiefs player's reaction to the singer's sweet ""Karma"" shout-out at...",2023-11-13T13:35:35Z,Eonline.com,Romance,Neutral
Taylor Swift Asks Audience To Hold The Gifts: “It Really Freaks Me Out When Stuff Gets Thrown On The Stage”,"Taylor Swift likes gifts, just not on stage. During a concert in Buenos Aires, Argentina, Swift briefly interrupted her show when, seated at the piano, she politely asked fans not to throw things on the stage. “Just because communication means having gentle, …",2023-11-13T16:49:09Z,Deadline,Performances,Neutral
Britney Spears Remembers Meeting Taylor Swift For The First Time & Calls Her “The Most Iconic Pop Woman Of Our Generation”,Britney Spears is known as the Princess of Pop and is giving Taylor Swift her flowers calling her “the most iconic pop woman of our generation.” Spears took to social media to share a throwback from 20 years ago posing in a photo with Swift before the “Bad Bl…,2023-11-12T21:57:22Z,Deadline,Personal Life,Positive
Choreographer Mandy Moore Is Judging DWTS' Taylor Swift Night,"Choreographer Mandy Moore is ready to watch the remaining Dancing With the Stars contestants shake it off.
The competition show announced that the Nov. 21 episode will be ""A Celebration of Taylor...",2023-11-15T21:40:41Z,Eonline.com,Performances,Neutral
"Instead of Taylor Swift beat reporters, we need Nextdoor beat reporters","It’s time for a local news version of the much-cited Willie Sutton quote (about why he robs banks). In addition to creating news websites and trying to lure people to […]
The post Instead of Taylor Swift beat reporters, we need Nextdoor beat reporters appeare…",2023-11-15T12:00:01Z,Poynter,Public Image & Media Perception,Neutral
IDFA’s Orwa Nyrabia Criticizes Documentary Distributors For “Populist” Mentality And Playing It Safe: “You Cannot All Live Off Taylor Swift”,"Documentary’s gatekeepers are playing it awfully safe lately, in the estimation of Orwa Nyrabia, artistic director of the International Documentary Festival Amsterdam, the world’s largest documentary film festival.  In conversation with Deadline before the st…",2023-11-13T09:00:00Z,Deadline,Industry-specific Impact,Neutral
Taylor Swift Ensures That No Men Chart A Top 10 Hit This Week,"Not a single male artist can be found inside the top 10 on the Hot 100 this week, as Taylor Swift, Doja Cat and SZA dominate the highest reaches of the chart.",2023-11-13T13:00:00Z,Forbes,Musical Creation,Positive
‘Live With Kelly & Mark’ Treated To Largest Audience In Over A Year For Taylor Swift-Inspired Halloween Episode,"EXCLUSIVE: No tricks, just treats for this year’s Halloween episode of Live with Kelly and Mark. Live’s Halloween: The Eras Show scored 2.9M viewers on October 31, making it the most-watched Halloween episode in four years, according to Nielsen data. This is …",2023-11-15T22:00:00Z,Deadline,Industry-specific Impact,Neutral
Travis Kelce Attends Taylor Swift’s ‘Eras Tour’ Concert in Argentina,"Getty Images (2) Taylor Swift has been cheering on Travis Kelce for weeks, but the roles were reversed when she brought her Eras Tour to Argentina on Saturday, November 11. The Kansas City Chiefs tight end, 34, was seen cheering on the singer, 33, from the VI…",2023-11-12T00:27:27Z,Us Weekly,Romance,Neutral
Taylor Swift Smashes Records All The Time–But She Can’t Quite Catch Adele,Taylor Swift's new album '1989 (Taylor's Version)' scored the second-largest debut in Billboard 200 history among women...coming in behind only Adele's '25.',2023-11-12T14:00:00Z,Forbes,Musical Creation,Neutral
Taylor Swift Is Inching Closer To A Billboard Chart Record No One Wants,Taylor Swift has now seen nine different songs stop at No. 2 on the Hot 100—one rung shy of becoming chart-toppers.,2023-11-14T13:00:00Z,Forbes,Musical Creation,Negative
Why A Major Airline Waived Fees Just For Taylor Swift Fans,"Soon after Taylor Swift postponed her Buenos Aires concert, South America’s largest airline offered Swifties a lifeline.",2023-11-13T15:55:33Z,Forbes,Industry-specific Impact,Positive
Taylor Swift Replaces Herself At No. 1 On The Hot 100–Again,"Taylor Swift's single ""Cruel Summer"" rebounds to No. 1 on the Hot 100, taking over for ""Is It Over Now?,"" which debuted atop the tally last week.",2023-11-13T19:36:25Z,Forbes,Musical Creation,Positive
All Aboard the Taylor Swift Cruise,"The Eras Tour is coming to the high seas, sort of. Taylor Swift fans will be setting sail on a Taylor-themed Royal Caribbean cruise next year.",2023-11-15T17:20:58Z,The Cut,Industry-specific Impact,Negative
Taylor Swift Passionately Kisses Travis Kelce After Finishing 'Eras' Show,"Taylor Swift sealed her Saturday, November 11, Eras Tour set with a kiss from Travis Kelce. Swift, 33, walked off the River Plates Stadium waving to fans, per social media footage, before she noticed Kelce, 34, waiting for her by a black tent. As the Kansas C…",2023-11-12T15:27:00Z,Us Weekly,Romance,Neutral
Taylor Swift announces two extra London dates for Eras Tour,Pop superstar Taylor Swift has added two more London dates to her blockbuster Eras Tour.,2023-11-14T09:43:00Z,Sky.com,Performances,Neutral
LOOK: Taylor Swift changes lyrics to 'Karma' to be about Chiefs' Travis Kelce as he attends Eras Tour concert,Swift and Kelce set social media ablaze with Saturday night's concert in Buenos Aires,2023-11-12T19:01:19Z,CBS Sports,Performances,Neutral
Time After Time: The Surprising Connection Between Taylor Swift’s “22” and Hanson’s “MMMBop”,It’s possible to sing the chorus to Hanson’s 1997 smash “MMMBop” over the chords to Taylor Swift’s 2012 hit “22.”,2023-11-15T22:00:01Z,Mental Floss,Musical Creation,Neutral
Taylor Swift Will Bring Her Parents to Chiefs vs. Eagles Game,"It's time for the parents to watch the boy on the football team. 
Taylor Swift will bring her mom Andrea Swift and dad Scott Swift with her to watch the Kansas City Chiefs face off against...",2023-11-16T02:24:56Z,Eonline.com,Personal Life,Neutral
Watch Bombay Bicycle Club Cover Taylor Swift’s “Cruel Summer”,,2023-11-12T21:32:31Z,Stereogum,Public Image & Media Perception,Neutral
Is Taylor Swift Engaged to Travis Kelce? 2023 Engagement Rumors Explained,"Taylor Swift and Travis Kelce’s relationship has been making waves this year, with the ‘pair ‘Shake It Off’ singer and Kansas City Chiefs player inevitably becoming one of the most talked-about couples in the celebrity world. As a result, many are wondering: …",2023-11-15T14:57:41Z,ComingSoon.net,Public Image & Media Perception,Neutral
Is the Taylor Swift Reputation (Taylor’s Version) Release Date November 26?,"Fans are hyped for the Taylor Swift Reputation (Taylor’s Version) release date, with many believing that it will be coming out on November 26, 2023. Here’s the latest information about the potential launch date of this new TV album. Is the Reputation (Taylor’…",2023-11-16T16:01:03Z,ComingSoon.net,Public Image & Media Perception,Neutral
Taylor Swift and Travis Kelce Gave Us a Little Kiss,"After weeks of increasingly public appearances, Taylor Swift and Travis Kelce finally gave us a little kiss. And in Argentina, no less.",2023-11-13T16:10:28Z,The Cut,Romance,Neutral
